feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
-0.47379592900392886,-0.6562317927435756,-1.4586140316744645,0.9570268418574522,0.88860175228216,-0.9409358343669368,-0.8804567353865668,2.484910011291504
-2.0517290046272043,-0.20171251357852507,-1.4586140316744645,0.5520218039238907,2.53916817983363,-1.2328799343877053,0.4520109754282414,3.8712000846862793
-2.933770081053988,1.0364606694107295,-0.00602552259119739,-0.25798818896136616,0.9822509112921725,-1.3788519843980895,-0.5311206314276283,3.0910398960113525
1.1325198352310866,2.9799222163716474,0.8547677297354173,-2.0805106710672425,1.391965981960977,0.6647567157472899,-0.5261301156567864,3.526360034942627
1.2251140212190472,2.666460654841966,0.9623667740415878,-2.6880181977923607,0.9190378004090518,0.5187846657369056,1.435142582284111,3.4965100288391118
-0.4007727313450041,0.8483836876518844,-1.0282174696452464,0.9570268418574522,0.993957056168424,1.6865610658199797,-0.5560732102818382,4.955830097198486
0.5391853033765172,1.8984798888822938,1.2851641634964566,-0.9667469525384568,-1.113149021556857,0.08086851570575292,-0.6159593995319419,4.330729961395264
0.6345337728662213,1.099152996663678,2.576353977852289,-1.3717519904720183,-1.2571345946036712,0.08086851570575292,1.220550404137906,4.430819988250732
0.8120635526372316,0.1117490479511566,-1.0282174696452464,0.7545242927154473,2.266415147114245,0.8107287657576742,0.5518212908450809,3.29584002494812
-0.03106437996795483,-0.9226740901497809,0.04777399956188788,1.2607805448695633,-0.7034339508880523,1.5405890158095954,-1.06510581890772,3.71357011795044
0.4082911757626984,0.8327106245224124,-0.3826225624673301,-0.15673693702178182,-0.574666357249285,1.3946169657992111,-0.5061680525734185,3.332200050354004
0.8361453182709601,0.6289606543691554,3.3295478010681965,0.45077058970333644,0.7364218688908897,0.22684056571613717,0.8113281109288638,3.2581000328063965
-0.41233784255428857,0.2841528918454695,-0.2212238677398957,-0.8654956779674544,0.9717154523521839,-0.6489917343461683,1.1656547306586442,3.2581000328063965
-1.1918938753776713,0.15876827470710284,-0.275023389892981,0.7545242927154473,0.4777159956770924,-1.670796084418858,1.0758254467834887,3.2581000328063965
1.079167972044933,-0.23305866786311674,0.4781705615911059,0.45077058970333644,1.2983168229509645,-0.6489917343461683,-0.9503239561783545,2.3025898933410645
0.3523228959505421,0.4879029367337867,1.6079615529513254,0.5520218039238907,0.7598341586433928,1.1026728657784426,-0.7806464199697273,2.9444398880004883
0.6962113119693348,0.3938644458543641,-0.7592196023434629,-0.46049070038434087,0.9237201869109146,-0.3570476343253998,-0.7806464199697273,3.9889800548553462
0.8275264570992604,-0.09200096657604236,-0.2212238677398957,0.24826807073655566,2.269926847679844,0.3728126157265214,-1.289679028595609,3.29584002494812
-0.5337715102517755,0.12742212976439368,-1.0282174696452464,0.8557755672864498,-0.9726752830418381,-0.6489917343461683,-1.1748971658662435,2.564949989318848
