feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
0.5191569231142195,-0.053642341635753085,0.87471469209065,1.5932030316684174,-1.8709579363002606,-2.0350390733265815,-0.4488530479563758,0.6463810704668045,-1.6661606542331144,-1.9965754195695395,-0.38736115123950293,0.17326587224290046,-0.23635548759107078,0.6993111074140318,-1.1207439722538652,943.6834711279963
0.3769648016406999,1.8227104677094577,2.2079825083508724,-1.8800186935975425,1.1282670365032796,0.24410137419652495,-0.7380556196332021,-1.045262391855591,0.6473706544519917,0.4949991577200744,0.8540206659317762,0.12892083213722788,-0.3730568778523319,-0.8167711696859141,-0.3195917972320112,944.2771848629365
0.3466722365910066,-0.2081439283244771,0.5872938694057837,-1.9596151577490266,-0.5123089091079917,1.320454394920626,1.298281424312296,1.245663760277041,1.3473269078040726,3.4501756876524063,-1.109787556411083,0.1465651212363516,0.3960915697796879,1.1927565320991143,-1.2941796458422883,930.6012615441537
-0.16689529432298486,0.2990814303616348,-1.905005756329478,1.61139109876584,-2.1440523476495925,1.161168596608214,0.6647039306279349,0.6561592181550742,-0.7795764219449585,0.8577697006535434,-0.35648271637814793,0.828897059937874,0.1257896555648148,-0.26686202940408815,3.0732498860628295,906.719051502785
0.5491570816754373,-1.3652365017100556,-0.5794089761769303,1.834794223873592,0.039073327010509584,-0.6215389790657648,-1.0445358257629715,-1.8983899355286429,-0.7694598935440602,0.8955953685967699,-0.022270518989266574,-0.7364955780040626,-0.7386228956719507,-0.6591301400913847,0.7153947583823602,853.6444216849587
0.7230305267389155,0.677416145691853,0.7575775047295014,-0.026238121717408525,0.16970670276412236,0.1349171603828109,-0.0035672828866291917,0.44683732819302924,1.774368433231232,0.7864590774250448,1.0041408309369861,-0.18959335908554734,-0.49254236042471855,-0.02927318115772761,-1.335470995979957,1026.6852273542304
1.8316368459421146,0.8065164172410328,0.6806864866821027,-0.5243763627835785,1.772545522394942,-1.5174953479925506,-3.298783938231865,-0.3758426849541489,2.8900112961671485,-0.6010647193005746,2.440222512872817,-0.873944653336462,-0.20504510275144505,0.39605681716151697,-0.8682409360868232,1023.4089998437001
-0.5259047713094318,-1.0600827553445598,-0.22686538052331848,-0.8169380876438173,1.4093668447640932,0.13101127984708325,1.0144989564967886,0.3564410836013409,0.7685890203110293,-0.5240786837892311,-0.04793027936773314,0.018004995819829894,0.2060699535062162,1.26309153105983,0.2327163393764794,990.7072937008419
-0.44932607510345024,-0.4718847051407524,-0.526331015518454,0.934971943492158,0.8452465988012408,0.4394540948522609,-1.104557305393585,0.018059619268501415,0.3466704324341744,-0.3809658287416038,0.6034805923936476,-0.04633797969486236,0.8899481803446606,3.4400048552746134,-0.977440930581328,1004.5862222599925
-0.8285473297567562,0.008917116973415018,-1.4627884102306492,-0.8418475570633688,0.527676618221131,-1.2816298039769063,-0.6100558164734181,0.08505864203939034,0.29702926036121546,-1.0057468898835675,0.7473131363448231,0.20974825472778671,0.6203776397223937,2.2407641206874076,-0.5346325591492214,996.5481637024704
