feature_1,feature_2,target
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,9.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,4.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,3.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,4.0
0.9183490103312866,0.26148818018424563,5.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,3.0
-1.1000004629242885,0.26148818018424563,9.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,9.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,9.0
0.9183490103312866,0.26148818018424563,3.0
0.9183490103312866,0.26148818018424563,5.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,1.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,5.0
0.9183490103312866,0.26148818018424563,3.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
0.9183490103312866,0.26148818018424563,2.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,3.0
0.9183490103312866,0.26148818018424563,3.0
-1.1000004629242885,0.26148818018424563,9.0
0.9183490103312866,0.26148818018424563,3.0
-1.1000004629242885,0.26148818018424563,8.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
-1.1000004629242885,0.26148818018424563,10.0
0.9183490103312866,0.26148818018424563,1.0
0.9183490103312866,0.26148818018424563,1.0
