feature_1,feature_2,feature_3,target
-1.409946432049415,1.1360750868004286,-0.9324904651341577,73.44688134422569
-0.8225195278687032,-0.5990471221649437,1.7074459146296954,14.800925460918085
1.11223046821204,1.5619902809765474,1.297991712153807,-21.38319174639254
0.6203267140621364,-1.6006657548566352,-1.5194039789279654,139.55841505612025
-0.7417409560376484,-1.1962004575670904,-1.8938586072354031,73.0102293351448
0.1126680328007227,-1.1762015846975893,2.143509444820281,-2.254314168057002
1.0516019337840687,0.15698788607301328,1.274723523965896,1102.296638876746
-0.7492415506233254,-1.348603594679013,1.5077328804511285,102.63273470661248
-0.9658804392803721,-0.04687493420476701,0.6496127988658558,-17.25662998570805
-0.8699135796990186,1.676834715359288,1.418600255807392,1.7801596485986855
-0.48320940415161584,-0.38414973948811665,0.7155275448311711,0.7235759726166618
-0.5962196368389501,1.190845933994792,1.475784506023989,-6.934786709901065
-1.0695411232678498,-0.40952316681356316,-1.8459122481912464,3.203609094514858
1.2165068456462553,-0.8622396009044166,-1.1494836093820147,55.40435182897228
-0.9832205411700432,1.3908029657982963,-2.0245242335883735,-4.262034041053741
-0.2511359642350495,-0.016515898251098508,1.8006659045160553,-11.85362616614104
-1.5369895464612102,-0.658855464526068,0.8795345495080225,830.4047102670835
-0.4465609892348477,-0.5926938531034177,-0.5670488803742646,4.783437767372754
-1.6935957236806634,1.7944283183836276,-0.4877843916163589,-20.479368440703148
-1.9501468303557774,0.6576001274015741,-1.749516071319058,-4594.905743237789
-0.48547472340344594,-0.7600053531674861,-0.03869824829520216,9.538129815608206
0.06438036382713534,0.800283616009347,1.8986869690846517,48.77152216027234
-1.2428992093178224,-0.030076924505979277,1.7440315988417323,-28.710441994673488
-1.43157591934232,-1.1137426142633595,1.3936216041472265,902.0734732250479
-0.8013367373386785,-1.5020749393750363,0.493262983400008,156.92451709872935
-1.0491956226242436,-1.1837012228802464,1.4064380153871778,190.85616754259163
0.010335970194194776,1.5793953546847832,0.8816214633021293,-0.13418129358595612
-0.9175879790828136,-1.6020739869785754,0.39295077402210193,266.5201681106899
-0.4454445772071168,-1.3489089887285564,-0.4896397458329709,35.561339521867765
0.7039312066246428,-1.182334641065797,1.5524354744139923,213.34816350544415
1.6076018436796362,0.9099099483023824,1.5091205120895417,8.65312034289627
1.4716515063675137,-1.3487842185439711,1.2659646224533008,76.83998842881061
1.2616720687709793,-2.022984799797918,-1.4276705009863682,310.55354423604786
1.5793145674598514,1.0399487412668438,-1.2449538435447132,6.127586888941164
-1.690636584072854,1.6964934313067483,-1.8401299284852282,-1.422049416038312
-0.9477146929740616,-1.3329161650825734,1.5801999961927242,183.58915579972964
0.9533874781810203,1.2655154353339415,1.0774190413389777,474.38749386094423
0.8833445322404523,-1.2841623611278892,-1.1239070188282891,17254.757240054787
-1.0143123923303907,-1.0625718255842072,-1.1930066677101219,133.92227702325175
-0.2397029482098671,-1.4453172738254199,1.1880716177180082,15.956934812430102
1.8425050259921005,1.2368305203501735,0.986574896211456,-1.5696886574805622
-0.8181944400616183,-1.2816061915555714,1.6686222047420765,110.6280404008188
-1.5550024156264648,-0.19310564146237247,0.6299554426309185,-115.90922412460048
-1.4246045629413646,1.732560489088693,1.271608658102063,12.908488863854924
-0.8916741335710573,-0.7893655836033897,1.2461062751218082,46.187927520740075
-0.04061777918275348,1.1966821038332087,1.4296916046076358,-0.29190834248925257
-0.6747237406184238,0.5723180081526997,-1.407927614866957,-6020.953938719466
1.4055738510020468,-0.350407220739726,-1.2194793162657014,13.246581563752803
-0.5828700144380297,1.5750732539629835,-1.350457312319359,0.35536115983580524
0.22963935685358525,0.4122388024761958,1.7288441133437578,625.9905607607558
-1.1651404431026013,-0.5565676542436881,0.8613495590972569,43.88549452890035
-0.7741117296753273,-1.2761659219037556,-0.07607461789581377,93.2187484771547
-1.427708930793297,1.2385503948166616,-0.8017813766328106,47.64633984857732
-2.0375687105031783,0.4817274066873727,-1.2866818990189661,-6467.197343649579
-0.7660448049602812,-0.9416476691750941,0.0011313281475487103,42.28260256658179
-0.6569359717567397,0.8444849774747424,1.0888423263885494,-23.903192426614005
-1.280898501158824,0.3518725975151514,1.8326121380565346,328.03341602539984
-1.5662023552185091,-1.3931791857638165,0.9615411510651275,16239.683831136823
-0.27549712461673764,-1.3643764208981344,0.316758110586306,16.415137334891448
-0.43392900981001004,-1.2342068134670845,0.7325506202241933,29.375819512088125
0.3609651614480249,1.5476173239648712,1.0104933168403112,-3.340799459829043
-0.24424690075729089,-1.1076220049009065,0.45164990502394486,9.242367231374127
-1.0869616286377715,-1.367663735719368,0.2950725655908697,305.3753946862459
0.7431541729789144,-0.9232280919379215,1.415511337784371,248.18221402199592
1.6715909324927987,0.7390601619736991,1.0051814620119113,-28.169324744753485
1.0269454815528887,-1.166087670955648,1.1223725295436353,337.4037425226981
1.1444205550132773,-1.2846918272289474,-1.4799759182284022,175.10399685545278
1.8604337466641518,0.9283190977155138,-1.7504965011590672,-38.10549214745439
