feature_1,feature_2,target
-1.4403780047891956,2.3063907825138052,12.0
-1.4403780047891956,-1.9221875439843346,0.0
-1.4403780047891956,-1.6996307899581167,2.0
-1.4403780047891956,2.528947536540023,14.0
-1.4403780047891956,1.6387205204351518,10.0
-1.4403780047891956,2.3063907825138052,11.0
-1.4403780047891956,-1.9221875439843346,1.0
-1.4403780047891956,2.0838340284875874,10.0
-1.4403780047891956,-2.1447442980105524,1.0
-0.5281386017560397,-1.9221875439843346,1.0
-0.5281386017560397,2.0838340284875874,9.0
-0.5281386017560397,-1.254517281905681,4.0
-0.5281386017560397,2.0838340284875874,11.0
-0.5281386017560397,-1.254517281905681,4.0
-0.5281386017560397,-1.4770740359318988,1.0
-0.5281386017560397,2.751504290566241,15.0
-0.5281386017560397,2.751504290566241,9.0
0.3841008012771162,1.6387205204351518,9.0
0.3841008012771162,1.6387205204351518,9.0
0.3841008012771162,-2.1447442980105524,0.0
0.3841008012771162,1.8612772744613697,9.0
0.3841008012771162,1.6387205204351518,10.0
0.3841008012771162,-2.1447442980105524,0.0
0.3841008012771162,-2.1447442980105524,0.0
0.3841008012771162,-2.589857806062988,0.0
1.296340204310272,-2.1447442980105524,1.0
1.296340204310272,-2.1447442980105524,2.0
1.296340204310272,-1.9221875439843346,0.0
1.296340204310272,1.6387205204351518,9.0
1.296340204310272,2.0838340284875874,10.0
1.296340204310272,1.8612772744613697,13.0
1.296340204310272,1.6387205204351518,12.0
1.296340204310272,-1.9221875439843346,2.0
1.296340204310272,-1.9221875439843346,0.0
1.296340204310272,1.8612772744613697,10.0
1.296340204310272,2.3063907825138052,11.0
1.296340204310272,2.0838340284875874,13.0
