feature_1,feature_2,target
-0.07964659749589226,1.2130185882590254,8.29175077651805
0.17176580558578328,1.7846933768164797,9.43510035363296
-1.4508376818125348,1.3129410530110828,8.491595706022165
-1.2452380964707292,1.2864199988599225,8.438553597719846
-1.239905421995879,1.1507171113367738,8.167147822673549
-0.3259317560608004,2.2677989991784324,10.401311598356866
-0.27414440666053264,1.6271267194946155,9.11996703898923
0.06547389451771313,-2.1442147327947607,1.5772841344104789
-0.2637300277606927,-0.8665099419208142,4.1326937161583714
-0.19281551304473227,-1.0665868171986645,3.732539965602671
1.5678973967630654,-1.0421254257017312,3.781462748596538
1.3740253197439232,-1.4676019504782571,2.930509699043486
1.1464143929720803,-1.4026396758632331,3.060434248273534
1.1408300328259562,-1.4163224472658382,3.033068705468324
0.8949758444330765,1.1211564915666354,8.10802658313327
1.4200369621124023,0.8125005852770779,7.490714770554156
1.5368885915206592,1.4348183803363648,8.73535036067273
1.7266058773038406,1.557633849362005,8.98098129872401
-1.5043968536589458,-1.5069632992251907,2.851787001549619
-1.986645159139755,-0.9166707492068775,4.032372101586246
-1.6893735976378024,-1.4127577498258412,3.040198100348318
-0.7448260884870475,1.1102916437028774,8.086296887405755
-1.5730959990366842,1.0568124452466656,7.9793384904933315
-1.0422262632787638,1.9529463723066491,9.771606344613298
0.2144370935264286,1.2710995768443007,8.407912753688603
-0.8269463029600775,1.541190315463968,8.948094230927936
-0.6110175098464574,1.9452650243544807,9.756243648708962
0.32378799987460316,1.524197619807111,8.914108839614222
0.036670461223346884,1.5551895342870137,8.976092668574028
-1.2733960973251115,1.3404997318801304,8.546713063760262
-1.509575577963406,1.573335162361257,9.012383924722513
-1.332306646831676,1.533230850593349,8.932175301186698
-1.118209161891635,1.640838566499995,9.147390732999991
-0.20180602669997638,1.8654520822512999,9.5966177645026
0.3360082227599333,-1.5434731220594884,2.7787673558810235
-0.8984006185240542,-1.0414731977438945,3.7827672045122114
-0.30895787063184377,-0.8692187709591077,4.127276058081785
1.2890623227830358,-1.3497418158278758,3.1662299683442487
1.0300053390629986,-1.8296918284921224,2.2063299430157555
1.1614249916899635,-1.532213082708962,2.8012874345820764
1.5136773956544125,-1.6366921761963686,2.592329247607263
0.3181126516651027,0.489731057549848,6.845175715099696
1.2106312883440746,0.9758051747106353,7.8173239494212705
1.4641623786588283,1.0212492947781067,7.908212189556213
1.0329547416016545,1.1599629974574008,8.185639594914802
-1.8976032353100873,-1.6230346286430886,2.619644342713823
-1.4987638225823914,-1.2328337764604504,3.4000460470790994
-1.4050749138670182,-0.9228582417757275,4.019997116448545
-1.3532278846787102,1.5819954203495832,9.029704440699167
-1.8333662635199004,1.183693418966938,8.233100437933876
0.10220068200562715,1.6362240107729933,9.138161621545986
-1.3365725478987147,1.787267364393498,9.440248328786996
-0.8021782459894921,1.8639783770012142,9.593670354002429
-0.6459189656598545,1.4876959073558964,8.841105414711793
