feature_1,feature_2,target
-1.440084216448499,-1.179952906541086,50.0
-1.440084216448499,-1.734734753007252,55.0
-1.440084216448499,1.224102275863547,76.0
-1.440084216448499,-1.734734753007252,58.0
-1.3126126470499477,-0.44024370443601984,57.0
-1.057669508252845,-0.9950255509021859,66.0
-0.9301979388542936,-0.6251708396243852,56.0
-0.8027263694557423,-0.6251708396243852,78.0
-0.5477832306586395,-0.8100981952632859,61.0
-0.5477832306586395,-1.549807507593619,61.0
-0.5477832306586395,-1.457343829774169,51.0
0.4719893245297714,-1.549807507593619,56.0
0.4719893245297714,-1.457343829774169,47.0
0.4719893245297714,-0.9950255509021859,61.0
0.4719893245297714,-1.364880262179986,52.0
0.5994608939283227,-0.3477799163913027,53.0
0.9818756021239768,-0.25531634879711973,66.0
0.9818756021239768,-0.6251708396243852,60.0
0.9818756021239768,-0.25531634879711973,62.0
1.2368187409210796,-0.5327072720302027,72.0
1.2368187409210796,-0.6251708396243852,60.0
1.3642903103196309,-1.734734753007252,51.0
1.3642903103196309,1.5014929786460955,84.0
