feature_1,feature_2,target
-1.440084216448499,-1.734734753007252,55.0
-1.440084216448499,-1.734734753007252,58.0
-1.3126126470499477,-1.734734753007252,56.0
-1.3126126470499477,-1.6422711854130692,42.0
-1.3126126470499477,-1.6422711854130692,51.0
-1.3126126470499477,-1.549807507593619,53.0
-1.3126126470499477,-1.457343829774169,51.0
-1.1851410776513964,-1.549807507593619,51.0
-1.1851410776513964,-1.6422711854130692,45.0
-1.1851410776513964,-1.6422711854130692,51.0
-1.1851410776513964,-1.549807507593619,49.0
-0.8027263694557423,-1.734734753007252,50.0
-0.8027263694557423,-1.734734753007252,51.0
1.1093471715225283,-1.6422711854130692,58.0
1.1093471715225283,-1.549807507593619,62.0
1.2368187409210796,-1.734734753007252,60.0
1.3642903103196309,-1.734734753007252,51.0
1.3642903103196309,-1.272416474135269,51.0
1.3642903103196309,-1.6422711854130692,49.0
1.3642903103196309,-1.6422711854130692,52.0
1.3642903103196309,-1.364880262179986,61.0
1.3642903103196309,-1.364880262179986,48.0
1.3642903103196309,-1.457343829774169,63.0
