feature_1,feature_2,target
-1.440084216448499,0.7617839969915637,78.0
-1.440084216448499,0.299465718119581,74.0
-1.440084216448499,0.3919292857137635,68.0
-1.440084216448499,0.3919292857137635,76.0
-1.440084216448499,-0.07038899315821964,80.0
-1.440084216448499,0.4843928533079464,84.0
-1.440084216448499,-1.179952906541086,50.0
-1.440084216448499,1.0391746997741125,93.0
-1.440084216448499,1.224102275863547,76.0
-1.440084216448499,0.9467111321799295,74.0
-1.440084216448499,-0.16285256075240215,75.0
-1.3126126470499477,0.6693204293973808,80.0
-1.3126126470499477,0.299465718119581,80.0
-1.3126126470499477,0.11453836248068047,69.0
-1.3126126470499477,-0.44024370443601984,57.0
-1.3126126470499477,0.3919292857137635,90.0
-1.3126126470499477,0.4843928533079464,91.0
-1.3126126470499477,-0.3477799163913027,79.0
-1.3126126470499477,0.9467111321799295,82.0
-1.1851410776513964,0.8542475645857467,76.0
-1.1851410776513964,0.299465718119581,82.0
-1.1851410776513964,0.6693204293973808,84.0
-1.1851410776513964,-1.179952906541086,53.0
-1.1851410776513964,0.2070019300748634,86.0
-1.1851410776513964,0.9467111321799295,85.0
-1.1851410776513964,1.0391746997741125,88.0
-1.1851410776513964,0.9467111321799295,80.0
-1.1851410776513964,-0.07038899315821964,82.0
-1.057669508252845,0.3919292857137635,75.0
-1.057669508252845,0.11453836248068047,73.0
-1.057669508252845,0.11453836248068047,67.0
-1.057669508252845,0.6693204293973808,68.0
-1.057669508252845,0.02207457443596327,86.0
-1.057669508252845,0.2070019300748634,72.0
-1.057669508252845,0.2070019300748634,75.0
-1.057669508252845,0.2070019300748634,75.0
-1.057669508252845,-0.9950255509021859,66.0
-1.057669508252845,0.8542475645857467,84.0
-1.057669508252845,0.4843928533079464,70.0
-1.057669508252845,0.11453836248068047,79.0
-1.057669508252845,0.2070019300748634,60.0
-1.057669508252845,-0.16285256075240215,86.0
-0.9301979388542936,0.3919292857137635,71.0
-0.9301979388542936,-1.179952906541086,67.0
-0.9301979388542936,0.7617839969915637,81.0
-0.9301979388542936,0.4843928533079464,76.0
-0.9301979388542936,0.6693204293973808,83.0
-0.9301979388542936,-0.25531634879711973,76.0
-0.9301979388542936,-1.457343829774169,55.0
-0.9301979388542936,0.6693204293973808,73.0
-0.9301979388542936,-0.6251708396243852,56.0
-0.9301979388542936,0.9467111321799295,83.0
-0.9301979388542936,-1.549807507593619,57.0
-0.9301979388542936,0.02207457443596327,71.0
-0.9301979388542936,0.11453836248068047,72.0
-0.9301979388542936,0.11453836248068047,77.0
-0.8027263694557423,-1.6422711854130692,55.0
-0.8027263694557423,0.9467111321799295,75.0
-0.8027263694557423,-0.07038899315821964,73.0
-0.8027263694557423,0.3919292857137635,70.0
-0.8027263694557423,0.11453836248068047,83.0
-0.8027263694557423,0.9467111321799295,95.0
-0.8027263694557423,0.3919292857137635,82.0
-0.8027263694557423,-1.6422711854130692,54.0
-0.8027263694557423,0.7617839969915637,83.0
-0.8027263694557423,-1.549807507593619,51.0
-0.8027263694557423,0.9467111321799295,80.0
-0.8027263694557423,-0.6251708396243852,78.0
-0.6752548000571909,-0.07038899315821964,81.0
-0.6752548000571909,-1.457343829774169,53.0
-0.6752548000571909,0.6693204293973808,89.0
-0.6752548000571909,-1.6422711854130692,44.0
-0.6752548000571909,0.4843928533079464,78.0
-0.6752548000571909,-1.6422711854130692,61.0
-0.6752548000571909,1.0391746997741125,73.0
-0.6752548000571909,0.5768564209021293,75.0
-0.6752548000571909,0.299465718119581,73.0
-0.6752548000571909,0.6693204293973808,76.0
-0.6752548000571909,-1.6422711854130692,55.0
-0.6752548000571909,0.8542475645857467,86.0
-0.6752548000571909,-1.457343829774169,48.0
-0.5477832306586395,0.5768564209021293,77.0
-0.5477832306586395,0.7617839969915637,73.0
-0.5477832306586395,0.4843928533079464,70.0
-0.5477832306586395,0.4843928533079464,88.0
-0.5477832306586395,0.3919292857137635,75.0
-0.5477832306586395,0.4843928533079464,83.0
-0.5477832306586395,-0.8100981952632859,61.0
-0.5477832306586395,0.9467111321799295,78.0
-0.5477832306586395,-1.549807507593619,61.0
-0.5477832306586395,0.8542475645857467,81.0
-0.5477832306586395,-1.457343829774169,51.0
-0.5477832306586395,1.131638708269364,80.0
-0.5477832306586395,0.4843928533079464,79.0
0.4719893245297714,0.4843928533079464,82.0
0.4719893245297714,0.5768564209021293,80.0
0.4719893245297714,0.8542475645857467,76.0
0.4719893245297714,-1.549807507593619,56.0
0.4719893245297714,1.0391746997741125,82.0
0.4719893245297714,-1.457343829774169,47.0
0.4719893245297714,1.0391746997741125,76.0
0.4719893245297714,-0.9950255509021859,61.0
0.4719893245297714,0.6693204293973808,75.0
0.4719893245297714,0.7617839969915637,72.0
0.4719893245297714,0.7617839969915637,74.0
0.4719893245297714,0.6693204293973808,69.0
0.4719893245297714,0.9467111321799295,78.0
0.4719893245297714,-1.364880262179986,52.0
0.5994608939283227,1.131638708269364,91.0
0.5994608939283227,0.4843928533079464,66.0
0.5994608939283227,0.3919292857137635,71.0
0.5994608939283227,0.3919292857137635,75.0
0.5994608939283227,0.7617839969915637,81.0
0.5994608939283227,0.4843928533079464,77.0
0.5994608939283227,0.6693204293973808,74.0
