feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.49689677153931794,-0.9034509638631167,-0.8956779116245743,1.4956816780486135,-0.11902500278222958,0.966289408758445,-0.23640133413439093,-1.5052278133498533,-1.2624116536604697,1.3866911403223325,-0.6737993612337914
-1.7432504350388394,-1.1496037267755528,-0.5777761531454371,0.1147664577456857,0.8167964279916626,-0.3720235341923383,1.4225783596099237,-1.5644509822674042,0.35574060582309536,-0.0075831428530646755,3.155352220218899
-0.8262580031326858,-1.2800748300223403,0.05825459401054196,-1.4205640632970702,0.8743671178455938,0.6170898334597591,0.05531929351823504,-1.2329566054455894,0.8145523784115034,-0.9004959235592207,1.1714455905977046
0.7573108562268198,-1.6064618782151683,1.2084233315142847,-1.3862147554401505,-0.5114219706509817,-1.2201340192219634,1.6095499745373325,0.7944787878254398,1.103138789073319,-1.1470354082795384,-3.538194673965525
-1.3489095453040187,1.2736034791275237,-1.2491903067549412,-2.1366310824265207,-0.20977967754062582,-1.8428316885559404,-1.7668283165741383,-0.8072663407179278,0.11649149437588074,-1.286842166509176,3.2251702687354125
1.1997927690316752,-1.0056193979777175,1.3902571769999326,1.0822016950149254,1.4553475055878768,-0.7922782105982472,1.6213400557475233,0.5144784499702207,-1.1646797476759432,-0.034446432519638095,13.432096598964634
-0.5983134305432818,-0.8689687038398723,1.2542896703337933,-0.2278497383935325,1.641087178075695,-1.505112022057809,1.7762251372753224,0.8951720555297472,1.5686007470398593,0.08451465422844512,5.026531041267106
0.9215594628061846,1.2841097226399496,-0.8712128265384623,0.4923008012982229,-1.3371797930918161,1.3804582883638696,1.6014455515469228,0.025999222072880215,0.027123345767562677,0.6096869964116406,-1.0573132343923097
-0.86775162542782,1.5312464466976934,1.4625197825062615,-0.4068663565201537,-1.6479113023659173,-0.6294207469886368,-0.16973292395938927,-0.9130554884682789,1.6582316523939014,1.3021783929287913,5.5873942681664595
1.4795898060404555,-1.3666219059057412,-0.7404709069866446,-0.7186025925811683,-1.413883586600959,0.026171825980211366,-1.157832236594849,-1.4339561536694996,-1.265386972892944,0.8207531266578798,-0.6036480343160037
1.6425036804191726,1.0979846592954,1.6671966887476104,-0.20006104838884475,-0.8002124255196084,0.517051356579638,-1.3499385929458927,-1.3060678196597195,-1.2319698664097996,1.6992625297855424,-2.8006168306219474
0.8695834912247439,0.06339046387553762,0.7686171158340156,1.4845500865883663,-1.7974858946370844,-1.3066363070215954,1.3968168690472198,1.4838069024420713,-1.3299458281751704,0.33747721640728495,-6.8496649065651605
0.8053347781000183,1.4097073854278248,-1.2370837981435145,-1.5481228240352878,-2.0092348734089898,-0.499775465333666,1.042029589624658,0.7487990772208069,1.708690744096348,1.1013230078693372,-5.617915175151882
1.2188581346579141,1.814916258189087,0.5228047494928394,-0.47273587627164537,-0.6769543440718743,-1.209931835080537,1.3535725519434778,-1.0394181893580534,-1.0123242543816544,-1.5048403409769386,-15.292459958207608
0.6174423406479144,-1.0408990275334815,-0.9520657685666872,0.5270262561222441,0.33629374719844823,1.4816329564280004,0.22795203043648532,-1.1428431434295914,-0.877429871026755,1.3376856594636353,1.1610848547912003
-1.3501687963287567,-0.8514135683243633,-1.5377694835167137,-0.08408645400014361,1.0914985389509906,0.039798763934494386,1.3481640798974677,-1.440801722122772,-0.06490214885372131,-0.0604930645226877,1.5732503887060525
-0.9189335815326948,-0.895398517172622,0.32836530453142365,-1.368140880437093,0.37786953431800535,1.0479245725553998,0.21982536894812407,-1.3007051264631688,1.5444212568917832,-0.9191792810313426,2.197819072474822
1.2491941831870326,-0.8432957677366213,1.3508203061616255,-1.3390022467393554,-0.15128307959871645,-1.6883436663132476,1.2074356328227163,0.5413088192560629,0.7289529475198165,-1.3759392861669084,-14.01245181971604
-1.66461768400251,1.3677139507319342,-0.517629348458153,-1.0183097992410297,-0.17703358281632436,-0.5980992863098723,-1.4858556489254355,-0.7062125687053155,0.3149577276750662,-1.3706130514896686,6.046311281203361
0.44906403555941465,-0.6177338585135865,1.8810890900275492,1.6943656215944185,1.3026169259041647,-1.4947951467696863,1.6151574113551765,1.3838595293726919,-1.1221716518262568,0.35574758303532045,2.2829801011884503
-1.0765310765289313,-1.508876021070146,1.650640075775624,-1.4414162705293094,1.1531025481324009,-1.5738370476032235,1.1342242457923875,1.0649773834679142,1.9243294058354734,0.27250204202528017,4.708274822261223
0.6659053077463486,1.3560042036534934,-0.9327991107244609,0.8779127492594813,-1.9121568165843912,0.7873108791767818,0.8285849619623176,-0.0884473768029206,-0.3137473384071956,0.3755445086867461,-2.016298980377213
-0.9559371622250827,1.1039451045456485,1.5245649560110284,-0.45091927634486084,-0.8667106249494596,-0.010469640562863619,-0.11987906792495495,-1.6641576520667107,1.1357470088360773,1.512586545578909,6.130428597000289
0.9931424722187736,-1.363313871865545,-0.6600842272166911,-1.1010744866697577,-1.4733556303413995,-0.058045522989540674,-0.9764946358938269,-1.8653152979604517,-1.1338047482643483,1.2230944302876072,-7.667563925104248
0.6971300697228009,1.3149699716361751,1.7783998475751244,0.20960543292429806,-1.0490954172629303,1.3731939013653625,-1.0857790344020948,-0.3529504491072565,-1.2411306265752344,1.622642596678371,-0.7635652098160032
1.3985233296250579,-0.04748322620025386,0.9978292497657802,1.2669671927215922,-1.0213748561916052,-1.2694228004698132,1.4302630493940827,1.099888687462436,-0.8498657892917179,0.30810762957225346,-0.2921681192969988
1.5098302847436182,0.903698559400574,-1.242476583965868,-1.2075246970977769,-1.8410995265331622,-0.222435296201988,1.0170648786938672,0.8855080802278659,0.7257219198257452,1.5410172302527805,-0.025884481486858513
0.7503590961756657,1.5754999739948619,0.0991740555907635,-1.1528694595432487,-0.7884699295711148,-1.5834204794415356,1.4904609265782778,-1.0173456044675977,-0.9307199782346116,-1.336726376063962,-4.008910865013763
0.678933725814995,-1.2395779916299936,-0.8499934694119422,1.4702059046432892,-0.42607159721144744,1.255144900262957,-0.33581889264132087,-1.0596288121867325,-0.9277513399709707,1.5880394650782212,-0.906269736508368
