feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.3177171622834053,-0.09871540062462011,-1.8726643802727647,0.7277347050123238,0.9128716784056411,-1.0877261694930827,-1.2345561602314863,-0.25140476673196466,0.8992484505465949,-0.43006291182438405,3.215085281723854
-0.02678458672743791,-0.47778659865735373,-1.2865089511678323,-0.06304236390582735,1.3612673689045827,-0.5816435897463845,-0.5188957434282204,-0.48500944403085294,0.9731539037437538,-0.010259712599858167,3.402076776706621
2.0296170204797708,0.8816576687609573,2.107496957450889,0.9054828031017518,1.6351639523349946,1.164880663697172,1.2339904888184616,1.4975004535334353,1.177327293884903,1.2225002279635715,4.484810480635759
1.2097914548692277,0.5288735160000633,1.536120203762641,1.5325057430914002,1.7549936769397252,1.3884942570641,1.0899407575594553,1.8003057545862546,1.7315323186235507,1.3072086023970138,4.302533582623033
1.2614311637507023,1.2125127221984702,1.848913752275938,1.7851592111666634,1.2623493342736603,0.8387018240729404,1.2563007176556145,0.9786880517656262,1.4901855758037779,1.1546090341603212,4.40231894731168
1.1802046185311326,1.3875346197840634,1.8467764236433002,1.643427677951731,1.33620613915804,0.8182690196205625,1.1020212469918893,1.8834718011743878,1.2392200578112529,1.1713703330373086,4.401637110623932
0.10306733536594345,-0.23446074091281888,-1.018874621569338,1.6158878342857121,-0.1865981870995311,1.4957451071508387,-1.511905437170212,0.9680949464887298,-1.5092926960698514,-0.6694170932272338,3.48745574091199
-0.07292751677913983,-0.5946422713058203,-0.9031540448779549,0.8424852510108853,-0.235141984396957,1.0894585757310704,-0.9486026286127388,1.304478779820711,-1.3013705517494651,-1.2965742589438718,3.5243721671043264
-0.4132255174861194,-0.9581465356775801,-1.1905920351509929,1.358874638022329,-0.7000708801936582,1.244669528845432,-1.2960628880605296,0.9427814962614904,-1.3911097189408246,-1.2712020518939542,3.432675567794359
-0.19886584198294643,-0.3851528325636884,-1.7706377161400388,1.5244709882308625,-0.5578190735203183,1.2036498364141677,-0.9317890674330411,1.076191156040051,-1.269676978825758,-1.9306261229559487,3.24763316494216
0.15993425029320352,-0.1171846467656647,1.6135564509152989,0.499287758841409,-0.4909395600559433,1.1722161909107682,0.29532888204075847,-0.6536794867570597,1.3279452761716601,0.9342803225472717,4.327236790854068
-0.08494076044913051,-0.45052376380660375,1.7300558031277309,-0.1301936477080174,-0.4537143963452304,1.1360417631845616,-0.20897207921653035,-0.022661630283171082,0.8495088869890652,1.2097653984625683,4.364401656951088
0.07565582099662786,-0.7744605395481851,1.9412191452777607,0.40135115133783006,-0.06779604223527819,1.001252589698097,0.13393350008023333,0.10535121485344004,0.7274308196161734,1.104562198482329,4.431765613802067
-0.10490281038622838,-0.3242691065882029,1.424189410727167,-0.0649228229353814,-0.11456094831202132,0.9882391440183763,0.10109267300296518,0.02061156250010579,0.6033755236825147,1.1643505039345479,4.266826148579011
-0.3672587500535309,-0.6181279094143662,-0.042862822579945226,-0.2811951105574588,-0.7303611580367726,-0.8155645842499822,-0.16379795466293015,0.274473917356437,0.08947552215923525,-1.3570929642108747,3.798816680948893
-0.04781536095900141,-0.31095625049171904,0.1711687233295744,-0.18130322429266107,-0.3119356818209388,-1.3422586634804596,0.17392170700141987,-0.08085619452161666,-0.28534758185050907,-1.6460206035583544,3.867095633519899
0.09916472202604908,0.039708134842614595,-0.4536815376696841,-0.04286700593657631,-1.0031798584830118,-0.2689575271787159,0.06447343194547704,0.3074127824054369,-0.03342443735354395,-1.4461477596409884,3.6677599647826122
0.05689171534772883,0.03131702211524601,-0.17545934260359103,0.6422095338152691,-0.34374073978559616,-1.060980956620997,0.3411321880567645,0.2828105511003763,-0.27699440381116314,-1.248073998157079,3.7565166010083293
1.636301981586369,0.6404091222671326,-1.1560211212653926,-1.6426623773296574,1.9787617491525318,-0.3256776162253967,0.34540254689001015,1.3036890582613072,0.9765835566088463,0.9469132379615718,3.4437041560312025
-0.9405125610364828,-1.8128462352105363,0.20283306859482542,0.9108593512019323,0.5131944174649313,1.4549862493495342,0.20411181355931243,1.511856902689779,-0.9656668972079969,0.8959915912547769,3.8771969871281753
1.8027436041126268,0.6336448304335014,-1.4907561423690905,-0.4792841168038241,1.1655582217796652,-0.4511377718969235,0.43026428819501006,1.0971473935346798,1.3188680473478729,0.6305311830284316,3.3369191653763384
