feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
12.551722271753116,0.11528036260727026,0.7595222102787464,-0.4441541830758851,0.1589617110842728,-0.5509952638333278,-0.5058001880563111,-0.5657109044039559,0.8236054302958662,0.22183375304074432,0.04852924197486769,-0.6534342934117267,86.99634183779371
3.3140398984914174,6.562434195684967,0.20877741489586735,-0.531641004089866,-0.24035098484822875,1.9560871949862633,2.7753012085482567,-1.0680858783036835,-1.2934215945617213,-0.29965005911227405,-0.9313328010972256,-0.4624334148551598,77.11210598045798
-0.36502383100209285,-0.3523505578374603,6.480539467382834,0.02279587685042793,-0.052367876832478635,-0.9118666550663689,-0.3391663327092306,-0.08405163395902032,-0.26949925338198655,0.6077112444853027,-0.4367693003718911,-1.1171803379666134,75.2920867735804
0.4117352564057166,-0.10704475868402408,2.419543347907236,5.8780893478531,7.529796996613988,1.4208327195088797,-0.7350141677650069,3.639706960836028,6.717028611551732,-0.16734981905746824,-0.12339863238118659,-1.0381331538649252,60.467480936834
3.380922013494624,0.7573003079175973,0.6373751208198286,2.006647422409266,1.912109668782905,0.7079204915215369,-0.47437839776540003,-0.15762401653317465,0.29227874852949354,-0.4078192255046258,-0.200907764080399,-0.43368389012932523,80.72927827691544
3.7301419691538653,6.80348000225952,-0.9878424372760795,-0.9367880345736452,-0.9519256757534724,-0.5338255328585981,-0.7110929285401396,-0.45332508172229136,-0.8833233886475966,-0.01590428608072872,-0.24415462130135732,1.0509305739580725,94.60480207765443
0.4104465699133062,-0.6884016212730457,1.464991969877482,3.3699131716282236,1.4816333892992393,0.2671903911571837,-0.2789165213726892,0.6573954937934736,0.527038477519123,-0.2624304687901595,0.198460900631438,0.5796654715597659,80.29305487386073
-0.26507142617941776,-0.3644450988116543,2.676310803912448,-0.6832475626509418,0.22983815372974883,0.9255496241869303,1.3343797711086043,-0.7870385720726738,0.004805525995715432,-0.48829759719832777,1.803561242069568,0.40536306991137316,75.96245120194403
0.24318877314204237,0.3400801370145733,-0.4185194604932455,1.2761474115715452,-0.21833877891423464,-0.35414980405520435,-0.612046892900611,1.0777389179007968,3.5096802224649877,1.4189850159619983,-0.347341058278623,-2.5831064935363903,34.98706792569907
-0.19165166302817907,-0.09230338838897822,1.681305175226146,1.8183022384598786,0.9882468222756641,-0.09783351857623675,-0.34351228118196,2.085979325469059,1.7598144235933315,-0.2864743422226588,-0.44982720280614896,-0.9173869103356216,77.82731146658452
0.11815764858857794,-0.11308942743315631,0.732385870497448,1.3111737949572144,0.6657695267588852,-0.048899887222773386,-0.5363007725120794,4.268706055236002,6.161100616551388,0.07023858213428724,-0.454482258684365,-0.7354059881399138,73.80983469425455
2.270692467911614,3.774658281251653,1.825076561418455,-0.18949706419715112,-0.44979495428542526,-0.7214165810267015,-0.11410534723290189,0.5484976733914927,1.0106418209676975,0.07154732165237135,0.08944745418954556,-0.4694335327180228,84.85521415997775
-0.1464808673218628,-0.20474001765604277,1.7483807021137392,0.5885199976840201,1.24497067508435,0.3640356475511416,1.8121119425921974,-0.5143356240166835,-0.990937712417761,-0.3685419332558432,-0.31606515854786466,0.5443535602702115,81.81184039333732
0.4196995453337352,0.9027150987961295,0.44862765932031484,1.515489572096492,2.293785946084394,2.973254883908563,0.15984174238872592,0.6321012928253753,-0.5518677574285764,-0.6135366217584082,2.610788965559011,1.5141246470241314,77.2629267141493
0.6084147031097743,-0.36340519221199863,1.4995287900287637,0.529093521561089,-0.1748748577766518,5.57111480832231,7.202478346183257,0.4156051211597504,-0.629924722571541,-0.11604035996896507,-0.8266466898173633,-1.1263080149755575,48.93625183290126
0.47974315429082814,-0.19669474760337566,1.043299435164764,1.1624091505177185,0.03289091573016212,2.6601617717110484,0.8934069098755973,1.562230056346912,0.017557523651418105,-0.07059116575532534,-0.702474110804801,-0.13147293851062392,67.5417647302322
0.800577760127327,1.767666798203488,1.3671771783493076,2.1976878124087014,1.2944233950670956,1.0232265125007824,-0.4224700045703833,-0.576971119232133,-0.8267406715023464,0.22087971170171564,-0.8868222832762528,-0.784540174921011,78.19994125535288
-0.16181046658170836,-0.38358895257999853,-0.014602788297216646,-0.5987301694803348,4.358794022101916,-1.162413903939838,-0.9803520217577132,-0.9991282053111088,0.0542263010825657,-0.18522756646432137,-0.19784242661557183,1.3044592094096081,98.68872163340109
-0.33868798420017865,-0.8073532643151318,-0.0005344015258747503,0.6887053605277738,0.2617523876120061,-0.4788617436243643,-0.3367972026894774,3.728398158357956,2.653898481884902,-0.6352980496550924,-0.8796962039461631,-0.8160758241273767,81.35973119716502
0.9160279243931095,1.9516729630749639,0.19733917799533543,-0.3661716717542578,-0.8400304489246402,1.7106952823827895,1.7599200845359828,0.4730845959287616,-0.4393485876055756,0.20607555641866804,-0.5505055354793693,-0.2448436338419882,76.14063747318042
-0.3921952017852822,-0.7556783487644331,-0.2091997251588268,-0.4477503236793319,-1.186407163265764,1.1619807720962796,3.8346647318673797,0.5414409590331895,-0.39542323721943434,0.5327896254912603,-0.3651338714093851,0.6874380720415831,79.98193004751997
-0.6394947293300596,-0.05491684985375744,-0.3224590680951103,-0.5358596871585126,-0.544528508985523,1.2180208253383504,2.3461179867332502,-0.8485085776793837,-0.6772493974284703,-0.1802387943815653,-0.2885000279638887,1.092489702962086,84.10043282312685
-0.635597775027459,-0.4261096264742319,-1.1564447527882802,-0.5444136829721795,-1.0187364766145113,-0.5576225327406567,-0.23800393359729766,2.707935516394219,-0.41528061334125743,-0.19977350407381647,-0.9217612133044206,1.1072125972485114,91.97882032790862
-0.2017165717416179,-0.3341061434294077,-0.09401760432148511,-0.20159856483096814,-0.25628673088809456,1.958677515941491,2.124667991656791,4.094759660045192,0.07702127749831517,-0.29500021240209373,-0.8610983010396014,-0.33240594268681545,71.22644282190942
0.21140784586583616,-0.7790519293398708,0.740413346782638,1.6236183563953406,1.2634226144478278,0.6494155167349889,0.19842449235456994,-0.6076147690347002,0.6927197861166223,-0.21403268403385425,-0.5473132516538233,0.7696100483814869,81.3073205323673
0.38547911602039875,0.5141370549797404,-0.9573992261320355,-0.3525639849653689,-0.11127868368502214,-0.513222676378301,-0.3733121868717482,1.430404986213739,0.5559528159998482,-0.655701632827823,2.154674223834586,1.4948852683648934,97.20194148867944
3.0209405623699084,5.552745104490657,-0.45239905038246997,0.2486864788571328,0.4351562299509488,0.060638365069128425,-0.06101347319181254,-0.36452226447252245,-0.15512904269264718,0.29770279821737156,-0.3488404339927208,-0.6065577643765402,86.91401346397798
-0.3341960106474235,-0.36117470728657286,-0.35687404425010344,-0.3673845261738459,2.8254309492302796,-0.8747435070021767,-0.46626080493806865,-0.8628660652597463,-0.14949105008878205,-0.15164553492958427,0.6890783389052068,1.1286885470418777,95.66989143116389
-0.6073816655418818,-0.2918220500134921,-0.0034624656221127204,0.18297398806986961,0.29230614904219676,-0.02453964089406318,-0.258573690043093,0.9776359755337795,1.7491760006950996,0.20454052751271434,0.7685647367699162,-0.5057648460636379,83.42434549318138
-0.7581896684666746,-0.5168661703570461,0.5317626473669308,1.5976113650473127,0.8819440262001068,0.6214130913231527,-0.11690482133816081,-0.37727263354943885,0.4374509653869842,-0.10058061917195393,0.9374255472929258,0.5544316621422549,81.2643574148392
0.5020553737394791,-0.5006736208100836,-0.5418493074777812,-0.26171191719654807,-0.651748597559393,0.1409685246614972,-0.12668480475110197,2.3735295607766287,1.105543057422289,-0.0909465188095508,0.19839066373302627,1.145775457909323,86.07674492191299
