feature_1,feature_2,feature_3,feature_4,target
-0.8573150476240721,1.2743149556746538,1.6173033418912042,0.26712206543359135,48.43965386888533
1.5352959920429126,1.5432319293479604,0.9067974150842926,0.8814205325094463,56.8316135423255
1.4963129976887066,1.2584242112739688,0.8735917970408064,1.1125402646188174,51.18798968431689
-0.7618351420448584,1.394610489995151,0.33796849162855286,-0.07239817375024804,55.7935883585169
-0.12572613975047403,0.48946981690357133,0.45089237999861903,0.8447898291222579,44.48194567066488
-0.7558260424605722,-1.5730481978515651,-1.241708670018141,-1.6947531860201202,34.79597577870255
1.5174244647607265,-0.5995465255334707,-1.086982559414256,-1.0140395250900045,40.47264838851689
-0.5058856848089516,2.2847255146410137,2.031414194262184,2.483478913713022,51.83644020657008
-0.759306988207465,2.226403202103749,1.786714647836851,1.8458863872269955,52.24998875147496
-0.18574652429645494,1.2504150003332901,1.4596893591591966,1.1257264364443353,45.75950455296393
