feature_1,feature_2,feature_3,feature_4,target
-0.5619514869490163,0.9086640721590522,0.9033603981945828,1.0760676005546397,46.09999847412109
-0.5619514869490163,0.1455311314586118,0.49585045985807086,-0.3060049553587127,42.5
-0.5619514869490163,0.0832640785388232,0.14797599278682616,-0.004783849037706942,43.79999923706055
-0.5619514869490163,-0.326539988240491,-0.36886652755986143,-0.11109753852129149,41.5
-0.5619514869490163,0.6972454366571661,0.535607693470302,0.6330955841771769,49.400001525878906
-0.5619514869490163,-0.0789196034780223,-0.29332785952723806,0.16354497644840293,44.86000061035156
-0.5619514869490163,-0.47569101842773187,-0.22971658907013173,-0.6426639581742467,39.5
-0.5619514869490163,-0.6060175367237675,-0.35892665042718436,-1.014760181562653,40.79999923706055
-0.5619514869490163,0.10788100288648686,0.15791511161334418,0.048372657743257406,43.900001525878906
-0.5619514869490163,-0.9940997805939339,-1.0347973469166376,-0.9616036747816886,40.29999923706055
1.7795130420052183,-0.3381242607585511,-0.43844111765164673,-0.181972655588692,42.79999923706055
-0.5619514869490163,-0.6523557315857244,-0.8956474084269079,-0.323724241566806,42.400001525878906
1.7795130420052183,0.12380986094432064,-0.08062753175388399,0.45590677762619186,44.79999923706055
-0.5619514869490163,1.2069661325335361,1.867469332183856,0.6153769738907408,43.0
-0.5619514869490163,-0.6147056030135994,-0.6769837610188749,-0.3060049553587127,40.0
1.7795130420052183,-0.5046525283151682,-0.36886652755986143,-0.6249446719661547,40.70000076293945
-0.5619514869490163,0.9405217882747178,1.6189875699901097,0.1546856713051861,43.20000076293945
1.7795130420052183,-0.6726286227884721,-0.8360119371616407,-0.5363502686906622,42.59999847412109
1.7795130420052183,-0.5379580713475205,-0.5080157077434321,-0.4123186448422985,40.29999923706055
-0.5619514869490163,1.2460646404172024,0.5853040459090513,0.4027502708452275,44.79999923706055
1.7795130420052183,-0.616153982325143,-0.6769837610188749,-0.5363502686906622,41.70000076293945
1.7795130420052183,-0.6871091015347625,-0.7366192322841422,-0.6781018546687761,41.79999923706055
-0.5619514869490163,-0.28599365344013683,-0.2495948267231678,-0.11109753852129149,40.79999923706055
-0.5619514869490163,1.7253754470945937,2.2451619140408123,0.7571278839471977,50.0
-0.5619514869490163,-1.6051854848789031,-1.7106676642530114,-1.546326601215608,38.70000076293945
1.7795130420052183,-0.9028717701815646,-0.8161336995086046,-0.8021334785171397,38.20000076293945
-0.5619514869490163,0.09050431791196836,0.28712593127655583,-0.004783849037706942,41.900001525878906
-0.5619514869490163,-0.06443912473173195,-0.10050576940692008,-0.09337825231319948,44.29999923706055
-0.5619514869490163,-0.2700647953823041,-0.1502021218456693,-0.3591614621396771,41.59999847412109
-0.5619514869490163,1.529886222045396,1.3009312177045769,1.8025414370450148,51.09999847412109
-0.5619514869490163,-0.018100929869776104,-0.09056665058040203,0.4027502708452275,41.59999847412109
1.7795130420052183,-0.5162368008332293,-0.5080157077434321,-0.48319376190969776,41.0
-0.5619514869490163,-0.704485786509282,-0.6769837610188749,-0.5540695548987541,39.5
-0.5619514869490163,-1.0737440708830965,-1.0844936993553869,-0.9438850644952537,38.79999923706055
1.7795130420052183,-1.046230387912348,-1.1441291706206542,-0.7312583614497392,38.79999923706055
-0.5619514869490163,0.503204038524655,0.3964577549805724,0.6685334806717051,46.09999847412109
-0.5619514869490163,-1.8006752623229567,-1.7901817523243944,-1.7057967974801571,35.900001525878906
-0.5619514869490163,0.1397387190021534,0.2970650501030739,0.012934761248729224,42.900001525878906
-0.5619514869490163,-0.7305510901684891,-0.7167409946311061,-0.8021334785171397,41.29999923706055
-0.5619514869490163,-1.8021230892396434,-1.770303514671359,-1.6703589009856288,35.29999923706055
-0.5619514869490163,0.16001161020490215,0.10821875917459495,-0.16425404530225585,43.0
-0.5619514869490163,-0.8883907390404185,-0.8558901748146768,-0.9084471680007242,40.0
-0.5619514869490163,-1.3532216193663762,-1.283279109110384,-1.3159812878836588,37.20000076293945
-0.5619514869490163,1.1751084164178707,1.112084926776098,0.9520353007846188,51.0
-0.5619514869490163,0.7276553258561448,0.9431176318068141,0.7748464942336338,43.0
